,created_at,screen_name,text,converted_time,compound,neg,pos,neu
11,Mon Dec 11 00:57:34 +0000 2017,nytimes,"Melting glaciers, wicked hot summers, water crises. These are the climate stories to read from this year. https://t.co/6tmy4MU3z0",2017-12-11 00:57:34+00:00,-0.5267,0.167,0.0,0.833
10,Mon Dec 11 01:17:47 +0000 2017,nytimes,President Trump called for a Washington Post reporter to be fired over a misleading tweet https://t.co/NLAYpP1rDI,2017-12-11 01:17:47+00:00,-0.743,0.344,0.0,0.656
9,Mon Dec 11 01:35:34 +0000 2017,nytimes,2017: The Year in New York https://t.co/oMSRlih8ib,2017-12-11 01:35:34+00:00,0.0,0.0,0.0,1.0
8,Mon Dec 11 01:52:46 +0000 2017,nytimes,"""Dark"" plays like a slower, artsier, more complicated take on ""Stranger Things,"" our critic writes https://t.co/mwFkGjnwjd",2017-12-11 01:52:46+00:00,0.34,0.113,0.242,0.645
7,Mon Dec 11 02:00:51 +0000 2017,nytimes,"In a Blow to Hamas, Israel Destroys Tunnel From Gaza https://t.co/qvmAm1MCIY",2017-12-11 02:00:51+00:00,-0.5574,0.286,0.0,0.714
6,Mon Dec 11 02:16:54 +0000 2017,nytimes,Op-Ed Columnist: Susan Collins and the Duping of Centrists https://t.co/sGjJ28NHxJ,2017-12-11 02:16:54+00:00,0.0,0.0,0.0,1.0
5,Mon Dec 11 02:40:03 +0000 2017,nytimes,A high-powered attorney died. His ex-wife investigated and found a web of drug abuse in his profession.… https://t.co/U9UP9O0Ryt,2017-12-11 02:40:03+00:00,-0.8316,0.358,0.0,0.642
4,Mon Dec 11 02:56:51 +0000 2017,nytimes,9 ways to work better in 2018 https://t.co/LMKfNrcMVS,2017-12-11 02:56:51+00:00,0.4404,0.0,0.326,0.674
3,Mon Dec 11 03:13:26 +0000 2017,nytimes,"17 ways to celebrate the season in New York City, from the familiar (Rockettes!) to the far-out (Taylor Mac!) https://t.co/50cu9mc8bC",2017-12-11 03:13:26+00:00,0.6467,0.0,0.184,0.816
2,Mon Dec 11 03:25:04 +0000 2017,nytimes,RT @nytimesworld: London's Heathrow Airport was brought to a virtual halt on Sunday after a snowstorm swept through the region https://t.co…,2017-12-11 03:25:04+00:00,0.0,0.0,0.0,1.0
1,Mon Dec 11 03:39:09 +0000 2017,nytimes,Horror films dominated the cultural conversation in 2017. So @nytmag asked the year's best actors to perform in a s… https://t.co/1zY2LD0VYi,2017-12-11 03:39:09+00:00,0.128,0.143,0.162,0.695
0,Mon Dec 11 03:53:03 +0000 2017,nytimes,RT @nytimesworld: Protests in Lebanon near U.S. embassy after Trump’s Jerusalem decision https://t.co/6QjgtAgUVj https://t.co/MVThAPnypJ,2017-12-11 03:53:03+00:00,-0.2263,0.128,0.0,0.872
